面积,直径,周长,形状因子,椭圆宽度,椭圆高度,椭圆方向角,椭圆因子,规则度,总凹陷深度,最大凹陷深度,凹陷数目,凹陷角度,凹陷椭圆夹角,重叠系数1,重叠系数2,平均半径,最大半径,最小半径,半径方差,球形度,eccentricity,elongation,freq_low_fft,freq_high_fft,FFT_Harmon1,FFT_Harmon2,FFT_Harmon3,FFT_Harmon4,FFT_Harmon5,FFT_Harmon6,FFT_Harmon7,FFT_Harmon8,FFT_Harmon9,FFT_Harmon10,FFT_Harmon11,FFT_Harmon12,FFT_Harmon13,FFT_Harmon14,FFT_Harmon15,FFT_Harmon16,FFT_Harmon17,FFT_Harmon18,FFT_Harmon19,FFT_Harmon20,FFT_Harmon21,FFT_Harmon22,FFT_Harmon23,FFT_Harmon24,FFT_Harmon25,FFT_Harmon26,FFT_Harmon27,FFT_Harmon28,FFT_Harmon29,FFT_Harmon30,FFT_Harmon31,平均灰度,灰度方差,灰度标准差,灰度标准误,灰度扭斜度,灰度峰态,平均光密度,光密度方差,光密度标准差,光密度标准误,光密度扭斜度,光密度峰态,积分光密度,边缘梯度,轮廓H1,轮廓H2,轮廓H3,轮廓H4,轮廓H5,轮廓H6,轮廓H7,DNAH1,DNAH2,DNAH3,DNAH4,DNAH5,DNAH6,DNAH7,红色H1,红色H2,红色H3,红色H4,红色H5,红色H6,红色H7,绿色H1,绿色H2,绿色H3,绿色H4,绿色H5,绿色H6,绿色H7,蓝色H1,蓝色H2,蓝色H3,蓝色H4,蓝色H5,蓝色H6,蓝色H7,角度二阶矩,对比度,相关系数,反差矩,熵,小梯度优势,大梯度优势,灰度分布不均匀性,梯度分布不均匀性,灰度熵,梯度熵,惯性,DarkLengthMean,DarkLengthVari,DarkLengthStd,DarkLengthCV,DarkLengthSkewness,DarkLengthKurtosis,DarkDistMean,DarkDistVari,DarkDistStd,DarkDistCV,DarkDistSkewness,DarkDistKurtosis,DarkGreyMean,DarkGreyVari,DarkGreyStd,DarkGreyCV,DarkGreySkewness,DarkGreyKurtosis,DarkODMean,DarkODVari,DarkODStd,DarkODCV,DarkODSkewness,DarkODKurtosis,BrightLengthMean,BrightLengthVari,BrightLengthStd,BrightLengthCV,BrightLengthSkewness,BrightLengthKurtosis,BrightDistMean,BrightDistVari,BrightDistStd,BrightDistCV,BrightDistSkewness,BrightDistKurtosis,BrightGreyMean,BrightGreyVari,BrightGreyStd,BrightGreyCV,BrightGreySkewness,BrightGreyKurtosis,BrightODMean,BrightODVari,BrightODStd,BrightODCV,BrightODSkewness,BrightODKurtosis,DarkReletiveLengthMean,DarkReletiveLengthVari,DarkReletiveLengthStd,DarkReletiveDistMean,DarkReletiveDistVari,DarkReletiveDistStd,BrightReletiveLengthMean,BrightReletiveLengthVari,BrightReletiveLengthStd,BrightReletiveDistMean,BrightReletiveDistVari,BrightReletiveDistStd,DarkArea,DarkIOD,DarkAreaRatio,DarkDNARatio,BrightArea,BrightIOD,BrightAreaRatio,BrightDNARatio,BrightDarkGreyRatio,BrightDarkODRatio,BrightDarkLengthRatio,BrightDarkDistRatio,dnaIndex,归一角度二阶矩,归一对比度,归一相关系数,归一反差矩,归一熵,归一小梯度优势,归一大梯度优势,归一灰度分布不均匀性,归一梯度分布不均匀性,归一灰度熵,归一梯度熵,归一惯性,裸核指数,核红色最大光密度,核绿色最大光密度,核蓝色最大光密度,核黄色最大光密度,核色度平均值,核饱和度平均值,核色度方差,核饱和方差,胞浆红色光密度,胞浆绿色光密度,胞浆红绿光密度比,胞浆平均半径,胞浆最大半径,胞浆最小半径,核浆比,细胞长宽比,核偏心度,胞浆厚度平均值,胞浆厚度最大值,胞浆厚度最小值,斑点系数,归一胞浆厚度,核DAB积分强度,核DAB平均强度,浆DAB平均强度,label
36.5692,6.82359,24.7424,0.750633,5.06198,9.39632,35.8624,0.97643,4.55388,1.95001,0,0,0,35.8624,1.27267,0.425,3.58911,5.09556,2.02811,1.77762,0.398015,1.09828,1.26785,1.69335,0.280193,0.757122,0.353549,0.444384,0.31566,0.285622,0.125596,0.144909,0.145189,0.133238,0.166744,0.182426,0.103809,0.160871,0.118884,0.117326,0.159661,0.147307,0.115785,0.116414,0.10155,0.100169,0.11312,0.140614,0.103545,0.118956,0.097117,0.051466,0.071697,0.072137,0.046758,0.076234,88.9069,762.603,27.6153,0.310609,0.381349,-1.28531,0.286785,0.018253,0.135105,0.471104,-0.065942,-1.20564,10.6902,0.813542,24.8195,194.349,0.676025,0.064801,0.013171,0.823384,-0.003024,0.003207,3e-06,0,0,0,0,0,0.001842,1e-06,0,0,0,0,0,0.002388,2e-06,0,0,0,0,0,0.003219,3e-06,0,0,0,0,0,0.090047,0.705675,0.283348,0.751841,1.21716,0.036697,114.353,58.8933,36.58,0.764967,1.0498,38.4433,1.05084,0.485977,0.697121,0.663392,1.51276,2.3809,1.33166,1.48629,1.21914,0.915504,1.27873,0.547296,71.2411,398.148,19.9536,0.280086,1.25302,0.908282,0.50449,0.012259,0.110721,0.219471,-0.70236,0.091183,0.74535,0.322261,0.56768,0.761629,1.54518,1.76568,1.79261,1.88523,1.37304,0.765942,1.14185,0.27209,108.531,540.067,23.2393,0.214127,-0.310538,-1.38775,0.317577,0.009797,0.09898,0.311671,0.485887,-1.27481,0.173772,0.013289,0.115279,0.220209,0.040643,0.201602,0.123254,0.008812,0.093874,0.296435,0.051552,0.227052,14.3963,7.2628,0.393673,0.679386,12.5968,4.00045,0.344464,0.374215,1.52343,0.629502,0.709288,1.34615,1.33252,0.049332,1.99263,0.24646,0.585597,1.45977,0.012607,183.483,55.9067,84.0733,0.804392,0.841547,35.7133,0,1.19432,0.863323,0.652227,0.654196,3.51379,139.641,6.97316,24.4395,0.300515,0.179853,1.67089,37.0211,39.4375,10.3972,0.264732,1,2.66667,31.6504,35.4937,3.94375,1,31.6504,0,0,0,1
28.2785,6.00044,24.3584,0.5989,4.57647,8.82899,16.6065,0.888828,3.54108,2.45872,0.459041,3,66.8296,-50.2232,1.1858,0.520833,3.24675,4.87644,1.29267,2.56914,0.265085,1.11124,1.3596,2.80994,0.254054,0.823023,0.626226,0.537319,0.289013,0.289132,0.092671,0.114105,0.267472,0.131523,0.221322,0.169061,0.060734,0.153566,0.130554,0.114535,0.170635,0.103003,0.053622,0.11404,0.087797,0.098442,0.149836,0.089049,0.07774,0.078926,0.099134,0.076541,0.132496,0.08901,0.058065,0.088566,58.722,264.724,16.2703,0.277074,0.553191,-0.361137,0.432212,0.014246,0.119355,0.276149,-0.050492,-0.772936,12.389,0.868056,27.3953,269.197,18.9439,1.23446,1.03044,-4.6556,5.26992,0.002482,2e-06,0,0,0,0,0,0.001518,1e-06,0,0,0,0,0,0.001839,1e-06,0,0,0,0,0,0.00249,2e-06,0,0,0,0,0,0.127854,0.76457,0.563125,0.758257,1.07007,0.055156,125.156,58.5527,30.9072,0.654546,1.05646,51.9072,1.23332,0.482876,0.694893,0.563434,1.51683,4.24674,1.19029,0.361193,0.600994,0.504911,0.83109,0.093989,44.8256,52.3575,7.23585,0.161422,0.372279,-0.018254,0.69647,0.004917,0.070124,0.100685,0.064817,-0.060387,0.573636,0.064269,0.253514,0.441942,0.768596,-0.537549,2.35601,1.67524,1.29431,0.549366,0.09716,-1.49784,78.8276,119.76,10.9435,0.138828,0.405182,0.028099,0.449813,0.00359,0.059914,0.133198,-0.053667,-0.315999,0.231925,0.017076,0.130674,0.223834,0.012773,0.113016,0.107872,0.002273,0.047673,0.443046,0.059241,0.243394,11.0543,7.699,0.390909,0.62144,7.45524,3.35346,0.263636,0.270682,1.75854,0.645847,0.465116,1.97935,1.54426,0.063929,2.07967,0.235278,0.601138,1.37146,0.018732,167.743,45.5823,61.9198,0.798719,0.86781,28.3502,0,1.34044,1.08517,0.798355,0.800324,7.87444,158.614,7.91569,23.6535,0.291008,0.161721,1.79945,30.4135,39.4375,10.3972,0.24626,1,2.7931,25.4874,35.8523,5.01932,1,25.4874,0,0,0,1
44.153,7.49783,33.521,0.493769,6.08441,10.8474,53.5606,0.849614,4.12597,5.58827,1.67215,3,-58.0191,111.58,1.05376,0.17875,4.01004,5.781,2.09053,2.98278,0.36162,1.08062,1.24635,3.27762,0.424769,0.7646,0.481143,0.417695,0.476472,0.337006,0.362462,0.01689,0.482861,0.211543,0.137716,0.258666,0.13624,0.141104,0.215955,0.106738,0.22422,0.157315,0.032384,0.05932,0.125619,0.109614,0.126974,0.164663,0.081855,0.171221,0.203702,0.046812,0.152303,0.023182,0.059591,0.061243,110.127,762.188,27.6077,0.250689,-0.389358,3.15188,0.26628,0.02358,0.153559,0.576682,3.15752,14.0576,12.6298,0.7305,26.1107,183.955,24.6625,3.48077,24.491,32.4639,-23.6817,0.004979,9e-06,0,0,0,0,0,0.002687,2e-06,0,0,0,0,0,0.003837,6e-06,0,0,0,0,0,0.005008,9e-06,0,0,0,0,0,0.099387,1.5787,0.273561,0.690077,1.27735,0.032667,138.732,84.8432,63.9189,0.75429,0.985111,34.8595,1.08476,0.34832,0.590187,0.544071,0.62852,-0.044747,1.35342,1.61159,1.26948,0.937981,2.6176,8.63021,86.6583,666.798,25.8224,0.29798,-1.46355,1.48158,0.439413,0.042788,0.206852,0.470746,2.38349,5.41411,0.690812,0.227451,0.476918,0.690373,2.61891,9.94753,2.18699,1.97994,1.4071,0.643397,1.977,3.5627,130.808,300.261,17.3281,0.132469,0.349164,-0.148164,0.229538,0.003294,0.057393,0.250038,0.02696,0.137457,0.16325,0.007889,0.08882,0.203682,0.0365,0.19105,0.103963,0.005151,0.071773,0.329129,0.044843,0.211761,15.4246,6.77778,0.349345,0.536648,12.7253,2.92094,0.28821,0.231273,1.50947,0.522374,0.636833,1.61589,1.57428,0.045114,8.10838,0.047937,0.522993,1.63749,0.01655,187.403,60.027,122.53,0.92974,0.791562,36.1757,0,1.08517,0.998021,0.719173,0.721143,0.243896,110.523,9.15001,28.3136,0.139663,0.092673,1.50704,25.1934,39.4375,8.24602,0.308732,1.47826,2.14286,19.5789,35.1352,1.79261,1,19.5789,0,0,0,0
35.091,6.68426,23.6414,0.788945,5.71848,8.25483,173.318,0.944084,4.92259,1.34381,0.439959,1,-66.8296,240.147,1.19471,0.038889,3.42948,5.03211,2.50966,1.01677,0.498729,1.11018,1.12499,1.10734,0.380263,0.373517,0.25745,0.110526,0.309101,0.083831,0.224973,0.088822,0.274929,0.159472,0.23753,0.171495,0.16965,0.146267,0.205733,0.153452,0.188738,0.138151,0.140417,0.102995,0.172326,0.100753,0.160297,0.102754,0.112736,0.090599,0.124626,0.089566,0.115051,0.08483,0.069976,0.062207,71.7942,389.199,19.7281,0.274787,0.941603,0.779478,0.371323,0.012971,0.11389,0.306715,-0.294738,-0.352485,13.221,0.7915,22.2842,62.1371,3.93558,0.456081,0.577012,3.22097,0.106513,0.002402,1e-06,0,0,0,0,0,0.001442,0,0,0,0,0,0,0.001814,0,0,0,0,0,0,0.00241,1e-06,0,0,0,0,0,0.11931,0.743568,0.522434,0.74921,1.11503,0.06176,117.232,69.1159,37.5507,0.681464,1.0381,40.3514,1.27475,0.566888,0.75292,0.590642,1.53052,2.78342,1.21156,0.233332,0.483045,0.398697,0.275713,-0.827205,56.9808,95.184,9.75623,0.17122,0.296071,-1.12888,0.592951,0.005473,0.073981,0.124768,-0.100627,-1.24413,0.733342,0.103777,0.322144,0.439282,0.771587,0.297357,3.51352,1.65631,1.28698,0.366293,-0.892039,0.019776,96.7838,268.61,16.3893,0.16934,0.579017,0.07415,0.362598,0.005216,0.072224,0.199186,-0.187618,-0.419442,0.215192,0.016155,0.127101,0.204525,0.006649,0.081544,0.123797,0.002957,0.054382,0.593123,0.0472,0.217257,13.368,7.92658,0.380952,0.599543,9.51185,3.44898,0.271062,0.260871,1.69853,0.611514,0.575284,2.9,1.64797,0.070773,1.9293,0.244517,0.631903,1.37201,0.032905,153.656,56.442,50.1304,0.793874,0.98499,26.4638,0,1.16435,0.942504,0.68921,0.69118,4.10109,143.96,6.68297,19.064,0.29561,0.165248,1.78889,27.2226,39.4375,7.8875,0.237367,1.38028,0.27907,21.8555,34.7767,3.2267,1,21.8555,0,0,0,0
79.5011,10.061,42.5965,0.550582,7.18965,15.2125,98.9797,0.923139,5.61688,6.27301,2.04839,2,71.5953,27.3844,1.24373,0.02875,5.18087,8.27714,2.40504,7.08159,0.290565,1.07245,1.60273,2.3568,0.208057,2.19097,0.295714,0.37869,0.146695,0.531878,0.216233,0.266223,0.221082,0.366515,0.094122,0.037424,0.047278,0.100485,0.195713,0.205066,0.14912,0.037648,0.060501,0.053918,0.126218,0.140908,0.105105,0.055649,0.026029,0.048729,0.085859,0.107209,0.103394,0.01204,0.031944,0.006556,138.495,564.635,23.762,0.171573,0.841215,-191.022,0.166669,0.005004,0.07074,0.424436,0.193075,1.0562,15.1035,0.8875,25.1469,210.166,0.213044,0.011683,-0.000481,-0.157402,-0.000253,0.006696,1.7e-05,0,0,0,0,0,0.00383,6e-06,0,0,0,0,0,0.005111,1e-05,0,0,0,0,0,0.006752,1.7e-05,0,0,0,0,0,0.092872,0.737549,0.539977,0.724219,1.17948,0.037197,110.377,159.284,56.6092,0.685297,1.13234,22.2076,1.05822,0.343166,0.585804,0.553574,0.895681,0.443561,2.25042,3.63325,1.90611,0.847002,1.83781,3.96631,115.577,188.696,13.7367,0.118853,-0.417431,0.973881,0.282806,0.002952,0.054332,0.192116,0.985124,2.28507,0.892233,0.354572,0.59546,0.667382,2.03047,6.03825,1.80589,1.65315,1.28575,0.711974,1.44125,3.2339,149.095,139.761,11.8221,0.079292,0.327126,-0.46573,0.170305,0.00117,0.034207,0.200854,-0.159926,-0.568656,0.118683,0.004316,0.0657,0.252393,0.045701,0.213777,0.100067,0.00446,0.066783,0.202537,0.020794,0.144201,25.1936,7.12489,0.316896,0.471739,29.6924,5.05678,0.373484,0.334809,1.29001,0.602198,0.843144,0.802469,1.88261,0.044826,2.28479,0.215159,0.54877,1.50917,0.013002,189.276,121.837,213.885,0.813744,0.791172,38.8901,0.1,0.592256,0.437354,0.333822,0.335792,1.2,77.3333,4.8125,23.8234,0.188401,0.113094,1.66588,25.7419,44.8153,5.01932,0.437435,1.05978,4,18.9228,34.7767,0,1.15052,21.0254,0,0,0,1
33.0344,6.48542,28.2407,0.520491,3.69027,12.1754,18.9947,0.933747,3.25,2.6942,0.680249,2,-90.038,109.033,1.20349,0.5375,3.66652,6.12644,1.13375,5.54439,0.185058,1.10428,1.71042,3.99333,0.317017,1.48602,0.491568,0.891064,0.329469,0.408102,0.093586,0.190942,0.163265,0.089604,0.202652,0.095701,0.163786,0.058733,0.198066,0.029304,0.209734,0.082601,0.114698,0.105753,0.123431,0.0984,0.156581,0.11432,0.099948,0.099023,0.101333,0.073853,0.155641,0.108269,0.115278,0.122826,74.7885,630.6,25.1118,0.33577,1.6822,3.1225,0.453684,0.016113,0.126937,0.279792,-0.832025,0.620085,15.1621,1.19805,38.6933,1053.18,11.3265,1.08019,-3.61398,-33.6269,-1.45896,0.004408,1.4e-05,0,0,0,0,0,0.0025,4e-06,0,0,0,0,0,0.003162,7e-06,0,0,0,0,0,0.004424,1.4e-05,0,0,0,0,0,0.095928,2.80812,0.174747,0.624121,1.26887,0.024802,153.887,65.8613,61.438,0.738189,0.915583,55.6679,0.960329,0.257587,0.50753,0.528496,0.95755,0.399626,0.785699,0.081808,0.286021,0.364034,0.440541,0.031813,60.3776,88.2369,9.39345,0.155578,0.314409,0.262319,0.566802,0.004648,0.068176,0.120281,0.234185,0.671616,0.497948,0.046111,0.214734,0.431237,1.30023,0.788612,1.54165,0.287069,0.535788,0.347543,-0.139816,-1.6221,111.07,726.566,26.9549,0.242683,0.582927,0.055976,0.309114,0.010822,0.104027,0.336534,-0.099876,-0.771647,0.167085,0.007798,0.088304,0.136701,0.002476,0.049764,0.086637,0.001396,0.037361,0.268227,0.00869,0.09322,18.381,10.4184,0.55642,0.687133,7.3267,2.26479,0.22179,0.149371,1.83959,0.545365,0.518519,1.96214,1.88993,0.032761,8.55584,0.05505,0.465028,1.69426,0.007906,211.066,38.1022,131.555,0.949455,0.602327,46.2007,0.51,1.34044,0.960233,0.670325,0.672294,7.64615,143.169,6.39229,34.6925,0.231559,0.10054,2.30315,15.8216,39.4375,2.86818,0.339599,11.5789,7.46154,10.9493,35.8523,0,1,22.3455,0,0,0,1
47.6878,7.79218,31.1598,0.617184,7.60965,9.21825,125.514,0.863372,5.45584,3.82089,1.51965,2,49.4196,76.0941,1.09633,0.027778,4.12056,6.38332,3.20672,1.55173,0.50236,1.08347,1.11589,1.35768,0.372947,0.420632,0.378099,0.213461,0.36171,0.220646,0.1401,0.176541,0.124797,0.100877,0.205359,0.174029,0.197175,0.233304,0.183381,0.139446,0.126141,0.061037,0.075807,0.126046,0.152911,0.160202,0.170484,0.12221,0.078565,0.0589,0.066263,0.075738,0.125305,0.095263,0.105754,0.078936,97.2222,519.655,22.7959,0.234473,1.62802,3.76481,0.336412,0.008446,0.0919,0.273176,-0.795114,1.03535,16.7346,1.39952,21.4294,1.0371,5.91727,0.22414,0.127363,0.199511,0.180614,0.003199,0,0,0,0,0,0,0.001918,0,0,0,0,0,0,0.002317,0,0,0,0,0,0,0.003214,0,0,0,0,0,0,0.104954,1.02586,0.44831,0.7228,1.17466,0.036358,130.764,96.3684,57.1203,0.69643,1.0332,34.5413,0.932159,0.486469,0.697473,0.748234,2.40365,8.03946,1.40358,0.915584,0.956862,0.68173,2.00852,4.93018,80.2028,90.7543,9.52651,0.11878,0.302489,-0.551283,0.441254,0.002639,0.051366,0.11641,-0.054574,-0.546062,0.743279,0.233877,0.483609,0.650643,2.3024,8.20054,2.00351,1.86278,1.36484,0.681223,1.08735,0.410942,116.058,441.187,21.0045,0.180983,0.952823,0.201548,0.284294,0.005541,0.074436,0.261826,-0.640534,-0.385566,0.134985,0.010201,0.101001,0.203251,0.0192,0.138562,0.107634,0.004904,0.070031,0.290127,0.039062,0.197641,18.381,8.1107,0.385445,0.484666,15.5532,4.42167,0.326146,0.264223,1.44705,0.644287,0.797373,1.42743,2.08593,0.04002,3.62684,0.137218,0.535319,1.59525,0.010474,198.569,64.4637,155.967,0.885321,0.705434,40.1829,0.27,0.878046,0.72766,0.509914,0.511883,7.36693,109.672,5.34658,25.4772,0.156194,0.097085,1.60883,18.005,39.4375,5.01932,0.267831,1,5.875,12.1539,34.4182,0,1,16.6492,0,0,0,1
86.3136,10.4832,37.5262,0.770205,8.13478,13.8374,107.311,0.973828,7.3151,3.01334,0.526048,2,84.325,22.9856,1.29242,0.103395,5.33046,7.25953,3.53104,3.18759,0.4864,1.07023,1.3089,1.14725,0.272899,1.35712,0.168374,0.343987,0.264404,0.268399,0.144467,0.191666,0.074478,0.211828,0.121109,0.132522,0.146788,0.112659,0.127124,0.192957,0.104244,0.103487,0.120275,0.088515,0.125385,0.137452,0.103453,0.087928,0.080542,0.094164,0.073451,0.148395,0.073677,0.095014,0.086932,0.077436,130.612,259.684,16.1147,0.123379,0.231599,-0.212738,0.201192,0.002888,0.053741,0.267113,0.092312,-0.199584,17.9734,0.483173,23.2925,116.009,2.61709,0.148705,0.004748,-0.122283,-0.094008,0.005442,6e-06,0,0,0,0,0,0.002832,2e-06,0,0,0,0,0,0.004138,3e-06,0,0,0,0,0,0.005482,6e-06,0,0,0,0,0,0.126357,0.47619,0.750017,0.785002,1.03527,0.048977,88.9854,185.271,51.2828,0.629045,1.15657,16.102,1.26763,0.616818,0.785378,0.619562,1.31158,1.41008,1.88224,1.4221,1.19252,0.633563,1.08559,0.873533,115.207,102.937,10.1458,0.088066,-0.139023,-0.3645,0.28265,0.001505,0.038798,0.137264,0.349608,-0.296669,0.829724,0.206939,0.454906,0.548261,1.30796,1.51503,2.32462,3.40834,1.84617,0.794183,1.11323,0.369106,144.573,166.96,12.9213,0.089376,0.175046,-0.642636,0.184061,0.001506,0.038801,0.210806,-9.7e-05,-0.70141,0.136444,0.007146,0.084535,0.202599,0.016476,0.128359,0.089309,0.002398,0.048965,0.250214,0.039488,0.198716,25.4506,7.19362,0.294862,0.400238,28.2785,5.20496,0.327625,0.289593,1.25489,0.651197,0.654545,1.23502,2.24034,0.063423,1.41319,0.34848,0.619854,1.33602,0.015804,169.073,150.749,146.315,0.729886,0.930336,32.2988,0.15,0.641474,0.453953,0.333822,0.335792,1.74388,96.3237,4.02143,22.1751,0.083941,0.052415,1.60149,21.6082,39.4375,5.73636,0.410592,1.65686,5.47059,14.4628,33.7011,0,0.883638,17.0151,0,0,0,1
30.3994,6.22139,21.1063,0.85751,5.45254,7.17912,80.1602,0.986275,4.91533,1.34407,0,0,0,80.1602,1.09317,0.186667,3.13341,3.74309,2.18081,0.46199,0.582623,1.12433,1.23959,0.633156,0.144105,0.66281,0.265674,0.153934,0.174513,0.10691,0.076016,0.176748,0.136996,0.1101,0.151425,0.087696,0.089375,0.125169,0.106995,0.096275,0.118526,0.081217,0.070483,0.105786,0.079116,0.092308,0.103026,0.067358,0.065972,0.058751,0.046794,0.052737,0.063159,0.054781,0.052501,0.052792,114.223,301.532,17.3647,0.152025,0.229866,0.640261,0.190371,0.004508,0.067143,0.352695,0.339665,0.611031,6.04409,0.85,20.9034,19.9659,0.430202,0.007646,0.000157,0.013443,-0.000297,0.004377,1e-06,0,0,0,0,0,0.002605,0,0,0,0,0,0,0.003309,1e-06,0,0,0,0,0,0.004406,1e-06,0,0,0,0,0,0.097416,1.03174,0.48308,0.68533,1.15749,0.023331,137.9,65.3096,32.7573,0.634142,1.03576,32.6904,0.903477,0.194093,0.44056,0.487627,0.462543,-0.528594,1.35804,1.45214,1.20505,0.887344,1.77261,3.07444,98.2258,113.241,10.6415,0.108337,-0.551455,0.523808,0.352874,0.002431,0.049306,0.139727,0.921533,1.10345,0.907511,0.655002,0.809322,0.891805,2.6396,7.40079,1.63896,0.367253,0.606014,0.369755,0.276038,-0.706625,131.31,138.54,11.7703,0.089637,1.36298,2.73038,0.225743,0.001382,0.037177,0.164689,-1.02312,1.73064,0.163865,0.006385,0.079905,0.246309,0.047769,0.218561,0.164596,0.021547,0.146788,0.29726,0.012081,0.109913,11.9541,4.21829,0.393235,0.697919,11.1829,2.52445,0.367865,0.417673,1.33682,0.639726,1.00446,1.20686,0.753383,0.031005,3.71442,0.134772,0.485982,1.639,0.010091,205.619,37.1674,104.515,0.876268,0.654448,45.9749,0,0.717195,0.577016,0.428609,0.430578,3.50607,96.0567,5.99446,17.1498,0.126361,0.078157,1.61676,28.1871,39.4375,9.32159,0.204328,1.98131,0.392405,23.0566,35.1352,3.58523,1,23.0566,0,0,0,0
22.8156,5.38978,18.3611,0.850416,4.82966,6.15265,26.8466,0.975116,4.26965,0.961272,0,0,0,26.8466,1.12698,0.035503,2.75324,3.40125,1.9307,0.441766,0.567646,1.14423,1.06738,0.979631,0.188289,0.16809,0.406485,0.118833,0.236282,0.177272,0.072512,0.10946,0.156652,0.12954,0.161413,0.171644,0.084769,0.118448,0.117247,0.100422,0.12676,0.134761,0.058973,0.113009,0.078087,0.068168,0.071423,0.094596,0.038232,0.111795,0.065124,0.080838,0.073542,0.067208,0.024956,0.056786,77.4185,315.053,17.7497,0.22927,0.751316,-0.461101,0.264855,0.009089,0.095336,0.359956,-0.415719,-0.740218,6.26411,0.4,21.243,31.7172,1.00771,0.021532,-0.003154,-0.121214,-0.000496,0.002612,0,0,0,0,0,0,0.001386,0,0,0,0,0,0,0.001954,0,0,0,0,0,0,0.002622,0,0,0,0,0,0,0.145828,0.39565,0.653705,0.803972,0.973841,0.086988,57.9773,49.375,14.6705,0.618309,1.11773,11.892,1.28471,0.524866,0.724476,0.563924,-0.105584,-1.66558,1.63327,0.292783,0.541094,0.331295,-1.81924,4.14708,64.2326,89.8968,9.48139,0.14761,0.183531,-0.966132,0.539307,0.004141,0.064353,0.119325,0.041186,-0.954752,0.896307,0.235654,0.485442,0.541603,-0.167852,-2.02597,1.03972,0.698393,0.835699,0.803776,2.32139,6.12007,101.366,156.988,12.5295,0.123607,-0.509136,-0.642442,0.339961,0.003149,0.056112,0.165056,0.726931,-0.259598,0.26896,0.023005,0.151673,0.341934,0.012833,0.113281,0.187647,0.010329,0.10163,0.21767,0.03061,0.174958,5.52716,2.98083,0.242254,0.475859,5.27008,1.79162,0.230986,0.286014,1.57811,0.630366,0.697674,0.636585,0.780808,0.095778,0.798023,0.544416,0.707712,1.15333,0.031263,138.744,44.6477,23.6705,0.660272,1.04973,25.8295,0,1.19432,0.808965,0.60206,0.60403,2.89674,159.81,3.96986,15.1932,0.314402,0.162056,1.94008,29.761,39.4375,6.09489,0.173345,1.35802,4.78947,25.0392,35.4937,1.07557,1,25.0392,0,0,0,0
23.9082,5.51732,19.1651,0.817937,5.35405,5.88039,4.06247,0.964411,4.55293,1.98122,0,0,0,4.06247,1.17913,0.040816,2.78839,3.3823,2.18081,0.306975,0.644772,1.13445,1.035,0.743926,0.182233,0.092549,0.224632,0.177445,0.250865,0.189837,0.126987,0.135119,0.135674,0.110782,0.143994,0.12291,0.128379,0.120773,0.146846,0.108862,0.131369,0.113787,0.081037,0.116091,0.085605,0.097524,0.080912,0.07858,0.059505,0.057955,0.06426,0.044758,0.05737,0.047772,0.045406,0.046548,93.125,255.608,15.9877,0.17168,0.783317,1.43184,0.267526,0.00532,0.072938,0.272638,-0.122337,0.680286,6.60238,1.00764,20.8231,6.68516,2.87379,0.011212,-6e-05,-0.018065,-0.001548,0.003163,0,0,0,0,0,0,0.00179,0,0,0,0,0,0,0.002358,0,0,0,0,0,0,0.003179,0,0,0,0,0,0,0.160042,0.800013,0.619973,0.731413,1.02194,0.03338,125.648,64.7449,23.7449,0.594756,1.06283,34,0.918714,0.290818,0.539276,0.58699,1.00484,0.339374,1.40421,1.53035,1.23707,0.880973,2.058,3.79927,80.6753,78.354,8.85178,0.109721,-0.621266,0.456698,0.438437,0.002513,0.050134,0.114348,0.978494,1.15395,0.645341,0.13925,0.373162,0.578241,1.15678,0.222554,1.65472,1.12554,1.06091,0.641143,2.01818,5.44214,110.75,190.373,13.7976,0.124583,1.03672,1.42537,0.301201,0.002691,0.051872,0.172216,-0.675095,0.445238,0.187892,0.012164,0.11029,0.287184,0.06401,0.253001,0.131982,0.005824,0.076318,0.338416,0.047077,0.216973,9.89747,4.33941,0.413978,0.65725,7.19816,2.16809,0.301075,0.328381,1.37279,0.686989,0.702439,1.1784,0.822972,0.048228,2.81886,0.173672,0.53857,1.46309,0.014824,195.112,36.3469,72.4694,0.809982,0.735174,39.7908,0,0.925471,0.738384,0.509914,0.511883,2.4323,129.026,6.84496,18.7691,0.31216,0.175983,1.77381,32.7977,39.4375,8.96307,0.167364,1.34146,3.4,28.0114,35.1352,4.30227,1,28.0114,0,0,0,0
