面积,直径,周长,形状因子,椭圆宽度,椭圆高度,椭圆方向角,椭圆因子,规则度,总凹陷深度,最大凹陷深度,凹陷数目,凹陷角度,凹陷椭圆夹角,重叠系数1,重叠系数2,平均半径,最大半径,最小半径,半径方差,球形度,eccentricity,elongation,freq_low_fft,freq_high_fft,FFT_Harmon1,FFT_Harmon2,FFT_Harmon3,FFT_Harmon4,FFT_Harmon5,FFT_Harmon6,FFT_Harmon7,FFT_Harmon8,FFT_Harmon9,FFT_Harmon10,FFT_Harmon11,FFT_Harmon12,FFT_Harmon13,FFT_Harmon14,FFT_Harmon15,FFT_Harmon16,FFT_Harmon17,FFT_Harmon18,FFT_Harmon19,FFT_Harmon20,FFT_Harmon21,FFT_Harmon22,FFT_Harmon23,FFT_Harmon24,FFT_Harmon25,FFT_Harmon26,FFT_Harmon27,FFT_Harmon28,FFT_Harmon29,FFT_Harmon30,FFT_Harmon31,平均灰度,灰度方差,灰度标准差,灰度标准误,灰度扭斜度,灰度峰态,平均光密度,光密度方差,光密度标准差,光密度标准误,光密度扭斜度,光密度峰态,积分光密度,边缘梯度,轮廓H1,轮廓H2,轮廓H3,轮廓H4,轮廓H5,轮廓H6,轮廓H7,DNAH1,DNAH2,DNAH3,DNAH4,DNAH5,DNAH6,DNAH7,红色H1,红色H2,红色H3,红色H4,红色H5,红色H6,红色H7,绿色H1,绿色H2,绿色H3,绿色H4,绿色H5,绿色H6,绿色H7,蓝色H1,蓝色H2,蓝色H3,蓝色H4,蓝色H5,蓝色H6,蓝色H7,角度二阶矩,对比度,相关系数,反差矩,熵,小梯度优势,大梯度优势,灰度分布不均匀性,梯度分布不均匀性,灰度熵,梯度熵,惯性,DarkLengthMean,DarkLengthVari,DarkLengthStd,DarkLengthCV,DarkLengthSkewness,DarkLengthKurtosis,DarkDistMean,DarkDistVari,DarkDistStd,DarkDistCV,DarkDistSkewness,DarkDistKurtosis,DarkGreyMean,DarkGreyVari,DarkGreyStd,DarkGreyCV,DarkGreySkewness,DarkGreyKurtosis,DarkODMean,DarkODVari,DarkODStd,DarkODCV,DarkODSkewness,DarkODKurtosis,BrightLengthMean,BrightLengthVari,BrightLengthStd,BrightLengthCV,BrightLengthSkewness,BrightLengthKurtosis,BrightDistMean,BrightDistVari,BrightDistStd,BrightDistCV,BrightDistSkewness,BrightDistKurtosis,BrightGreyMean,BrightGreyVari,BrightGreyStd,BrightGreyCV,BrightGreySkewness,BrightGreyKurtosis,BrightODMean,BrightODVari,BrightODStd,BrightODCV,BrightODSkewness,BrightODKurtosis,DarkReletiveLengthMean,DarkReletiveLengthVari,DarkReletiveLengthStd,DarkReletiveDistMean,DarkReletiveDistVari,DarkReletiveDistStd,BrightReletiveLengthMean,BrightReletiveLengthVari,BrightReletiveLengthStd,BrightReletiveDistMean,BrightReletiveDistVari,BrightReletiveDistStd,DarkArea,DarkIOD,DarkAreaRatio,DarkDNARatio,BrightArea,BrightIOD,BrightAreaRatio,BrightDNARatio,BrightDarkGreyRatio,BrightDarkODRatio,BrightDarkLengthRatio,BrightDarkDistRatio,dnaIndex,归一角度二阶矩,归一对比度,归一相关系数,归一反差矩,归一熵,归一小梯度优势,归一大梯度优势,归一灰度分布不均匀性,归一梯度分布不均匀性,归一灰度熵,归一梯度熵,归一惯性,裸核指数,核红色最大光密度,核绿色最大光密度,核蓝色最大光密度,核黄色最大光密度,核色度平均值,核饱和度平均值,核色度方差,核饱和方差,胞浆红色光密度,胞浆绿色光密度,胞浆红绿光密度比,胞浆平均半径,胞浆最大半径,胞浆最小半径,核浆比,细胞长宽比,核偏心度,胞浆厚度平均值,胞浆厚度最大值,胞浆厚度最小值,斑点系数,归一胞浆厚度,核DAB积分强度,核DAB平均强度,浆DAB平均强度,label
46.4024,7.68645,25.7925,0.876496,7.23557,8.26175,111.008,0.985824,6.53485,1.98122,0,0,0,111.008,1.12272,0.0275,3.85564,4.53499,3.06322,0.367059,0.675463,1.09784,1.10328,1.20058,0.25678,0.368665,0.436718,0.189768,0.163294,0.104585,0.094267,0.157873,0.235934,0.171435,0.217331,0.124065,0.112498,0.130908,0.163029,0.148028,0.166588,0.122,0.101328,0.109451,0.129186,0.112223,0.12518,0.085726,0.071002,0.074111,0.086265,0.086199,0.096827,0.071902,0.050551,0.058422,112.27,208.62,14.4437,0.128652,0.427747,-0.070006,0.198786,0.003068,0.055386,0.278622,-0.091843,-0.198842,9.47966,0.463068,20.6028,4.83082,1.17241,0.006242,-0.000495,-0.012564,-0.000126,0.003948,0,0,0,0,0,0,0.001995,0,0,0,0,0,0,0.003074,0,0,0,0,0,0,0.003972,0,0,0,0,0,0,0.14371,0.641055,0.751486,0.755057,1.00361,0.039684,111.245,115.929,35.0109,0.574408,1.10575,22.8533,1.21265,0.55322,0.743788,0.613357,0.967051,0.559934,1.7151,1.52915,1.23659,0.721002,1.12514,0.42315,99.0462,57.3789,7.57488,0.076478,-0.417687,-0.238944,0.347882,0.001154,0.033964,0.097631,0.60531,-0.041631,0.862695,0.504695,0.710419,0.823488,2.25776,6.17477,2.4545,3.87356,1.96814,0.801847,0.838169,-0.385366,128.321,109.896,10.4831,0.081695,0.436295,-0.380095,0.23554,0.001231,0.03509,0.148979,-0.267292,-0.53686,0.178019,0.011922,0.109189,0.251778,0.032954,0.181532,0.126645,0.010876,0.10429,0.360324,0.083478,0.288925,16.71,5.81312,0.360111,0.61322,13.6251,3.20925,0.293629,0.33854,1.29557,0.677067,0.711413,1.43112,1.18162,0.050419,2.16036,0.23187,0.561879,1.44518,0.014032,187.658,71.0761,116.94,0.792882,0.802001,37.5815,0,0.778151,0.531479,0.40187,0.403822,3.74124,132.763,4.52165,14.5272,0.17592,0.090365,1.94677,14.3373,39.4375,7.52898,0.247784,2.56364,2.54839,8.48623,33.3426,1.79261,1,8.48623,0,0,0,0
60.7345,8.79372,30.7758,0.805774,7.82307,10.04,75.7564,0.982033,6.87534,3.28992,0.466647,2,84.325,-8.56861,1.16626,0.114955,4.43195,5.66874,3.60311,0.75566,0.63561,1.08259,1.164,0.939945,0.240002,0.660814,0.445757,0.157223,0.134233,0.086705,0.105708,0.17841,0.143717,0.118524,0.101638,0.078494,0.085381,0.105784,0.148219,0.116587,0.148136,0.123904,0.088938,0.119013,0.101499,0.097836,0.131213,0.103402,0.072532,0.113227,0.091512,0.093756,0.132933,0.081688,0.080763,0.080825,129.961,416.965,20.4197,0.157122,-0.396073,-0.061568,0.154464,0.00534,0.073073,0.47307,0.967168,1.74467,9.64935,0.384375,21.0283,21.0859,1.11502,0.010233,-0.000867,-0.03815,-0.000592,0.005103,1e-06,0,0,0,0,0,0.002458,0,0,0,0,0,0,0.003999,1e-06,0,0,0,0,0,0.005142,1e-06,0,0,0,0,0,0.083118,0.750923,0.466549,0.72882,1.20673,0.035611,118.97,109.638,43.4566,0.706996,1.13146,24.2283,1.0342,0.366228,0.605168,0.585156,0.77332,0.115178,1.52372,1.59037,1.2611,0.827644,1.47162,1.858,114.288,321.465,17.9295,0.156879,-0.527743,0.142938,0.290293,0.005444,0.073784,0.254171,1.09626,1.85583,0.857643,0.32432,0.569491,0.664019,1.24916,1.05887,1.92806,2.16347,1.47088,0.76288,1.9231,4.1067,146.44,202.963,14.2465,0.097286,-0.276651,-1.13488,0.178859,0.001859,0.043111,0.241034,0.393207,-1.07444,0.132705,0.00603,0.077653,0.195519,0.026186,0.16182,0.11005,0.00534,0.073075,0.247401,0.035622,0.188737,20.9518,6.08216,0.344974,0.630317,18.1239,3.24164,0.298413,0.335943,1.28132,0.616134,0.829281,1.26536,1.20277,0.04496,2.56657,0.194673,0.5504,1.51612,0.010483,197.871,92.1434,190.644,0.820866,0.717976,41.3636,0,0.723104,0.499294,0.37787,0.379822,6.07408,118.138,4.66243,12.9786,0.168954,0.060398,2.79736,19.6291,34.7767,12.9068,0.368473,1.28571,1.06383,13.2187,27.2477,6.81193,0.709371,13.2187,0,0,0,0
77.573,9.93826,38.5912,0.654531,8.61425,11.7396,30.0156,0.974188,6.88069,5.50464,2.08816,3,33.7043,-3.68874,1.27496,0.033333,4.94574,6.12644,2.8905,1.68937,0.471808,1.06936,1.12137,1.65767,0.490813,0.550452,0.339442,0.26318,0.347809,0.338842,0.222345,0.223846,0.159674,0.106285,0.194182,0.221319,0.200975,0.187206,0.169774,0.097883,0.152647,0.131361,0.191414,0.175554,0.18892,0.126762,0.120638,0.08703,0.110586,0.161713,0.170286,0.14706,0.135988,0.105819,0.08722,0.140662,132.814,230.174,15.1715,0.114231,-0.540817,0.246094,0.130192,0.00272,0.052158,0.40062,0.921056,1.13701,10.4425,0.442803,21.5503,39.9142,0.736721,0.021114,0.002564,0.132651,-0.000597,0.00558,2e-06,0,0,0,0,0,0.002641,1e-06,0,0,0,0,0,0.004422,2e-06,0,0,0,0,0,0.005627,3e-06,0,0,0,0,0,0.118837,0.612753,0.703403,0.751266,1.04889,0.031468,104.451,187.138,47.1536,0.592049,1.15655,19.7665,1.15379,0.531725,0.729195,0.631999,1.02148,0.627912,1.74849,1.70116,1.30429,0.74595,1.57668,2.88955,117.905,141.277,11.886,0.10081,-0.770651,0.24202,0.27324,0.002127,0.046121,0.168794,1.0361,0.814631,0.864936,0.343942,0.586466,0.678045,1.17397,0.937541,1.63508,0.767785,0.876234,0.535896,0.074328,-1.04534,146.065,56.4783,7.5152,0.051451,0.034642,-0.264798,0.178451,0.000501,0.022387,0.125451,0.087121,-0.442271,0.131,0.006855,0.082792,0.198521,0.02193,0.148087,0.098204,0.004434,0.066587,0.185645,0.009898,0.099487,27.1216,7.41072,0.349627,0.709673,27.7643,4.95456,0.357912,0.474463,1.23883,0.65309,0.749647,0.93514,1.30163,0.046098,1.8424,0.256484,0.585894,1.47713,0.013071,191.498,118.288,219.176,0.796472,0.773911,40.1771,0,0.7029,0.441302,0.346353,0.348305,6.36699,116.29,2.76099,15.1862,0.127503,0.058799,2.16847,25.534,39.4375,12.9068,0.348345,1.06,1.97297,18.5858,33.7011,5.01932,1.28454,18.5858,0,0,0,0
22.2372,5.32102,19.4621,0.737726,4.15674,7.1827,164.617,0.945893,3.56698,1.5038,0.43683,1,-53.1526,217.77,1.05974,0.049587,2.7343,3.74309,1.29267,1.15062,0.345349,1.13279,1.33674,1.08981,0.242633,0.683209,0.245724,0.140491,0.366967,0.135287,0.16909,0.101543,0.200077,0.203472,0.193136,0.179657,0.095698,0.1378,0.126319,0.162539,0.142057,0.099029,0.089326,0.082793,0.105905,0.133664,0.124107,0.092732,0.080913,0.064494,0.090292,0.095244,0.088151,0.054573,0.055132,0.014533,71.9322,98.1085,9.90497,0.137699,0.798003,0.15852,0.211435,0.003334,0.057742,0.273095,-0.512886,-0.317947,4.81042,0.694375,24.6092,167.996,0.575041,0.109624,0.019947,1.04521,-0.001756,0.00293,2e-06,0,0,0,0,0,0.001585,1e-06,0,0,0,0,0,0.002048,1e-06,0,0,0,0,0,0.002941,2e-06,0,0,0,0,0,0.259359,0.299245,1.4894,0.857606,0.743978,0.115231,73.8852,74.9781,18.4645,0.452002,1.06642,26.0219,0.740947,0.063657,0.252304,0.340515,-0.092482,-0.66915,0.99121,0.747603,0.86464,0.872308,1.8276,4.08469,63.5455,26.8805,5.18464,0.081589,-0.010339,-0.562011,0.540751,0.001273,0.035676,0.065974,0.184457,-0.419101,0.448153,0.025708,0.160336,0.357771,1.27775,-0.439561,1.72091,0.604131,0.777259,0.451656,-2.03152,4.15113,87.6,45.835,6.77015,0.077285,0.515237,0.345635,0.401152,0.0011,0.033168,0.082681,-0.304634,-0.031097,0.157126,0.002863,0.053504,0.210197,0.03362,0.183356,0.095036,0.001156,0.034001,0.364937,0.027168,0.164826,4.24177,2.29374,0.190751,0.476829,3.85616,1.5469,0.17341,0.321574,1.37854,0.741841,0.604839,1.73617,0.599608,0.19228,0.786584,0.620832,0.765682,0.94091,0.049881,113.443,64.3771,20.6393,0.536135,1.07521,24.0164,0,1.13632,0.90908,0.578995,0.580964,6.74576,163.418,7.05212,17.7914,0.631758,0.385367,1.63937,39.036,39.4375,21.1528,0.198358,1,0,34.3787,36.2108,15.4165,1,34.3787,0,0,0,0
44.8599,7.55761,25.4955,0.867218,6.79579,8.56585,20.28,0.978705,6.14084,1.62525,0.298309,1,53.1526,-32.8726,1.03665,0.030093,3.82866,4.78329,2.86818,0.866787,0.599625,1.1012,1.05463,1.89024,0.376815,0.191743,0.51879,0.209562,0.351463,0.245176,0.127793,0.160959,0.2197,0.201982,0.222921,0.199012,0.131386,0.149248,0.184953,0.164296,0.189428,0.189019,0.122388,0.148321,0.141653,0.124901,0.115884,0.132242,0.052345,0.113065,0.079675,0.095053,0.093307,0.100963,0.05243,0.093511,136.871,251.689,15.8647,0.11591,-0.436672,0.168661,0.11962,0.002771,0.052641,0.440065,0.827828,1.02926,5.48917,0.871875,21.2282,28.1527,2.1543,0.03199,-0.0066,-0.135767,0.002855,0.006113,2e-06,0,0,0,0,0,0.003232,1e-06,0,0,0,0,0,0.004722,1e-06,0,0,0,0,0,0.006169,2e-06,0,0,0,0,0,0.127197,0.553364,0.707807,0.773356,1.05425,0.052842,94.4872,98.3162,28.4929,0.622621,1.13916,20.2536,0.77541,0.226046,0.475443,0.61315,1.42136,1.78952,1.34283,0.98174,0.990828,0.737865,1.50391,3.77561,123.009,182.061,13.493,0.109691,-0.665691,-0.223554,0.255252,0.002508,0.050078,0.196192,0.915471,0.420357,0.717045,0.173134,0.416093,0.580288,0.897541,-0.370129,1.28471,0.428768,0.654804,0.509691,0.543941,-0.157324,150.695,131.002,11.4456,0.075952,-0.508298,-0.719181,0.165604,0.001142,0.033797,0.204082,0.636967,-0.497018,0.115772,0.005039,0.070985,0.20049,0.021885,0.147934,0.107058,0.003859,0.062124,0.191811,0.009558,0.097765,14.9105,3.80592,0.332378,0.693352,13.4965,2.23509,0.30086,0.407181,1.22508,0.648788,0.924731,0.956715,0.684213,0.057231,1.90738,0.262659,0.576386,1.39239,0.02109,172.114,75.0741,88.0199,0.742421,0.889353,35.2735,0,0.562293,0.411025,0.321234,0.323203,2.67227,89.4062,3.48742,14.1611,0.196832,0.105162,1.87171,24.0031,39.4375,7.17045,0.248876,1.07317,2.56,18.2345,34.4182,1.43409,1,18.2345,0,0,0,0
20.759,5.14113,17.9411,0.810414,4.1505,6.56785,47.6329,0.967133,3.69503,1.07069,0,0,0,47.6329,1.04656,0.033058,2.6638,3.3823,1.47823,0.881177,0.437048,1.14354,1.22766,1.59057,0.123925,0.496189,0.483255,0.341027,0.187196,0.282135,0.046292,0.153338,0.198221,0.140515,0.145207,0.164926,0.057327,0.123718,0.139733,0.067596,0.093779,0.104165,0.026645,0.096687,0.085268,0.040036,0.07081,0.049052,0.01356,0.052066,0.039362,0.012722,0.04983,0.007378,0.024951,0.016553,77.8452,213.449,14.6099,0.187679,1.4478,2.36705,0.25853,0.005592,0.07478,0.289249,-0.925328,0.820727,5.58281,0.657031,23.0133,102.669,3.61727,0.114682,-0.02537,-0.548185,-0.071797,0.002884,2e-06,0,0,0,0,0,0.001586,0,0,0,0,0,0,0.002115,1e-06,0,0,0,0,0,0.002895,2e-06,0,0,0,0,0,0.282167,0.486049,0.981463,0.813473,0.808442,0.075326,98.1914,67.0864,20.1358,0.495138,1.03221,32.4012,1.02777,0.272991,0.522486,0.508371,0.264391,-1.2326,0.856471,0.319666,0.56539,0.660139,1.79902,3.49444,68.9245,59.3015,7.70075,0.111727,0.266154,-0.924967,0.50669,0.002333,0.048298,0.09532,-0.098625,-0.960132,0.430227,0.022035,0.148442,0.345033,1.67209,0.897436,2.56088,2.41775,1.55491,0.607179,0.499439,-2.25095,99.1714,217.617,14.7518,0.148751,0.634793,-0.20243,0.350546,0.003975,0.063047,0.179854,-0.341341,-0.446033,0.225575,0.013151,0.114676,0.187979,0.015399,0.124092,0.094427,0.001061,0.03258,0.562064,0.116468,0.341274,6.81254,3.45185,0.328173,0.618299,4.49885,1.57705,0.216718,0.282484,1.43884,0.691836,0.418605,2.99003,0.695885,0.125309,1.44155,0.358103,0.67079,1.12165,0.037869,123.599,47.6543,20.8395,0.635033,1.04722,20.9136,0,1.08517,0.835294,0.564271,0.566241,4.2619,153.333,6.66043,16.183,0.61305,0.411876,1.48843,31.9802,39.4375,11.8312,0.183192,1.47651,0.549296,27.4413,35.8523,7.17045,1,27.4413,0,0,0,0
25.6434,5.71404,19.9692,0.808078,4.84324,6.97578,75.1552,0.963942,4.23976,1.52772,0,0,0,75.1552,1.07116,0.036982,2.89078,4.30227,1.79261,0.907327,0.416667,1.12976,1.30566,1.39181,0.139854,0.747804,0.542956,0.110812,0.191433,0.142403,0.033426,0.251758,0.176744,0.12299,0.155321,0.100659,0.069146,0.159398,0.136208,0.131963,0.109375,0.107544,0.033513,0.105874,0.071746,0.079701,0.058377,0.0717,0.00374,0.042189,0.034716,0.025707,0.030357,0.04199,0.025248,0.025975,97.3206,135.046,11.6209,0.119409,-0.261976,-0.359846,0.219124,0.002866,0.053532,0.2443,0.562697,0.023407,5.88667,0.938333,21.6237,39.9928,2.69227,0.053156,0.018943,0.326907,-0.007575,0.003707,1e-06,0,0,0,0,0,0.001851,0,0,0,0,0,0,0.002843,1e-06,0,0,0,0,0,0.003728,1e-06,0,0,0,0,0,0.148045,0.504571,0.910415,0.786632,0.947265,0.051147,96.8937,66.2271,18.2367,0.5437,1.12067,25.3623,1.14386,0.393573,0.627354,0.548454,1.10222,1.52877,1.63128,1.86009,1.36385,0.836062,1.99291,5.19008,84.9851,62.0447,7.87684,0.092685,-0.190022,-0.317941,0.41496,0.00168,0.040983,0.098765,0.422217,-0.105343,0.905742,0.490852,0.700608,0.773519,1.30383,1.0272,2.56482,3.12448,1.76762,0.689179,0.931339,-0.237254,108.773,37.593,6.13132,0.056368,0.112437,-0.622071,0.306582,0.000599,0.024476,0.079834,0.000798,-0.681362,0.225883,0.015348,0.123887,0.322136,0.072537,0.269326,0.178861,0.019141,0.138353,0.506487,0.121843,0.34906,8.61208,3.57367,0.33584,0.607078,8.48354,2.6009,0.330827,0.441829,1.2799,0.738823,0.79183,1.57227,0.733761,0.066385,1.55927,0.317884,0.63122,1.33415,0.01627,166.981,44.3623,44.1981,0.741257,0.913974,31.4783,0,0.925471,0.632874,0.467361,0.469331,1.32057,142.612,3.72334,17.079,0.257027,0.141076,1.82191,34.1565,39.4375,18.6432,0.196535,1.07182,0.864407,29.2985,35.4937,13.6239,1,29.2985,0,0,0,0
23.0084,5.41251,18.8681,0.812131,4.40927,6.74907,20.1623,0.981928,3.94059,1.21576,0.320672,1,53.1526,-32.9903,1.10471,0.361111,2.75399,3.53104,1.79261,0.659254,0.507673,1.14251,1.16233,1.10759,0.167822,0.387289,0.311771,0.219049,0.280056,0.254864,0.069551,0.206554,0.089792,0.150565,0.174043,0.140761,0.13871,0.100865,0.112967,0.081766,0.10319,0.114772,0.083332,0.118248,0.086964,0.079057,0.078761,0.065707,0.077615,0.062912,0.088198,0.049521,0.055979,0.05284,0.031952,0.053905,74.8098,140.209,11.841,0.158281,1.11086,0.701757,0.258126,0.004185,0.064688,0.250607,-0.803927,0.007248,6.10496,0.734211,22.7353,97.8805,0.225978,0.010592,-2e-05,-0.001666,0.000542,0.0027,1e-06,0,0,0,0,0,0.001512,0,0,0,0,0,0,0.001999,1e-06,0,0,0,0,0,0.002711,1e-06,0,0,0,0,0,0.29614,0.439673,1.12428,0.820905,0.780466,0.069681,94.1099,82.3626,18.4506,0.454839,1.08048,31.6868,0.868002,0.133049,0.364758,0.420227,0.061737,-0.97859,1.05998,0.578169,0.760374,0.717348,1.97216,4.5731,65.3148,18.9376,4.35174,0.066627,0.198197,-0.428668,0.528354,0.000834,0.028873,0.054646,-0.051093,-0.461809,0.426813,0.033665,0.18348,0.429884,2.82911,7.91773,1.32653,0.744095,0.86261,0.650273,1.15833,1.73185,92.3421,103.583,10.1776,0.110216,0.026222,-0.496241,0.379624,0.002339,0.048365,0.127402,0.214967,-0.437785,0.180958,0.005783,0.076043,0.220981,0.025129,0.15852,0.08898,0.001463,0.038251,0.276551,0.03234,0.179834,6.94108,3.66735,0.301676,0.600716,4.88446,1.85426,0.21229,0.30373,1.4138,0.718503,0.491718,1.25147,0.76097,0.135539,1.23307,0.410281,0.690611,1.10456,0.035879,138.995,56.0659,30.2747,0.615939,0.994245,25.978,0,1.08517,0.796376,0.564271,0.566241,3.60326,155.25,4.88521,17.9008,0.425326,0.237246,1.79277,34.2318,39.4375,10.0386,0.188247,1.28402,2.92857,29.5064,35.8523,6.09489,1,29.5064,0,0,0,0
23.394,5.45767,19.1651,0.800347,4.64013,6.70473,142.641,0.954984,4.02018,1.32783,0.320672,1,-21.8106,164.451,1.029,0.052083,2.80772,4.08779,2.02811,0.98636,0.496139,1.13445,1.14332,1.11372,0.189097,0.342347,0.287406,0.271659,0.347835,0.2136,0.123108,0.038492,0.127908,0.132576,0.160331,0.117965,0.131867,0.08168,0.176139,0.11899,0.159589,0.089309,0.077759,0.048095,0.098665,0.079439,0.102438,0.082268,0.055138,0.067259,0.073486,0.072799,0.082624,0.052811,0.039683,0.037034,75.2234,142.367,11.9318,0.158618,0.781175,1.78716,0.256,0.004542,0.067392,0.263248,-0.16018,0.507243,6.18631,0.529167,22.401,69.6099,5.13317,0.216486,0.129797,0.94276,0.207216,0.002776,1e-06,0,0,0,0,0,0.001483,0,0,0,0,0,0,0.002012,1e-06,0,0,0,0,0,0.002787,1e-06,0,0,0,0,0,0.228848,0.42476,1.12543,0.818024,0.828385,0.068915,85.9037,71.9947,16.8182,0.488056,1.09487,25.4706,1.23853,0.240718,0.49063,0.396138,-0.170274,0.423444,1.74481,0.75042,0.866268,0.496482,0.530102,-0.359162,63.8,47.4223,6.88638,0.107937,0.210477,-0.515888,0.540083,0.002197,0.046875,0.086792,0.013762,-0.609609,0.698176,0.149586,0.386763,0.553963,0.707774,-0.841893,1.49384,0.84407,0.918733,0.615012,0.045561,-2.12967,89.7778,102.813,10.1397,0.112942,1.59173,3.18054,0.391729,0.002109,0.045924,0.117235,-1.22625,1.94416,0.256068,0.01029,0.101438,0.360741,0.032077,0.179102,0.144349,0.006394,0.079964,0.308854,0.036081,0.189949,7.06962,3.81818,0.302198,0.617199,5.78423,2.26586,0.247253,0.366269,1.40717,0.725313,0.563712,0.856164,0.77111,0.0829,1.26965,0.399711,0.655232,1.2114,0.019134,155.882,46.5294,27.3209,0.674956,1.02183,26.8235,0,1.08517,0.863323,0.594235,0.596204,4.61171,162.229,4.91053,14.7255,0.629167,0.390107,1.6128,36.4331,39.4375,21.8699,0.188899,1.07843,0.803279,31.7006,35.4937,17.2091,1,31.7006,0,0,0,0
20.8875,5.15702,17.347,0.872234,4.60786,5.93106,94.2827,0.97064,4.1119,0.547422,0,0,0,94.2827,1.13181,0.045139,2.6242,3.3823,1.79261,0.600034,0.529999,1.15818,1.26201,1.37326,0.074849,0.577836,0.505763,0.223053,0.266033,0.107185,0.043412,0.159236,0.158876,0.161608,0.161038,0.120986,0.078567,0.10188,0.093342,0.094953,0.065513,0.071856,0.028891,0.050348,0.059976,0.039697,0.024899,0.023716,0.020553,0.025975,0.004577,0.019468,0.032676,0.015555,0.052418,0.034578,95.1047,546.434,23.3759,0.245792,0.441612,-0.342687,0.282813,0.011492,0.107203,0.379059,0.066624,-0.631783,6.25261,0.497115,20.8409,13.3716,1.7926,0.013086,0.000869,0.029637,-0.001097,0.003016,0,0,0,0,0,0,0.001713,0,0,0,0,0,0,0.00218,0,0,0,0,0,0,0.00303,0,0,0,0,0,0,0.068762,1.35381,0.355145,0.647111,1.28782,0.025075,161.897,33.1538,35.2308,0.728347,0.918517,50.968,1.1583,0.817373,0.904087,0.780526,2.75156,8.63096,1.05448,0.409244,0.639722,0.606671,2.71804,8.78823,75.4,137.513,11.7266,0.155525,0.130801,-0.980074,0.470291,0.004649,0.068182,0.144978,0.115578,-0.897456,0.851491,0.494873,0.703472,0.826165,2.84608,9.40996,1.76002,1.0657,1.03233,0.586543,1.03224,1.10404,118.349,285.199,16.8878,0.142695,0.338002,-0.567461,0.273571,0.0038,0.061641,0.22532,-0.071442,-0.746163,0.253442,0.039132,0.197818,0.230725,0.019593,0.139974,0.18631,0.023692,0.153923,0.385101,0.051021,0.225878,9.64039,4.53379,0.461538,0.725105,8.09793,2.21536,0.387692,0.35431,1.56962,0.581705,0.735119,1.66909,0.779374,0.027803,4.87767,0.106692,0.458834,1.6735,0.016383,214.801,21.359,84.3846,0.926787,0.543639,54.3718,0,1.03941,0.863323,0.578995,0.580964,3.38954,132.465,8.875,20.3959,0.284499,0.149186,1.907,33.357,39.4375,8.60455,0.167102,1,1.07547,28.7643,35.4937,4.30227,1,28.7643,0,0,0,0
39.9112,7.12857,25.2855,0.78442,5.72388,9.00571,6.03555,0.98331,5.09999,2.48906,0.434773,2,29.7575,-23.7219,1.19888,0.152778,3.61552,4.71563,2.53514,1.17995,0.537603,1.10421,1.18275,0.919243,0.302326,0.578278,0.308563,0.119373,0.302011,0.204479,0.110038,0.183169,0.079086,0.108329,0.15309,0.130132,0.162134,0.160762,0.127993,0.112115,0.10589,0.109466,0.105085,0.131121,0.138828,0.123479,0.125587,0.13148,0.080777,0.136044,0.08923,0.101765,0.113843,0.089366,0.101591,0.103342,134.149,198.199,14.0783,0.104946,-0.370674,0.322813,0.155941,0.002231,0.047238,0.302919,0.746412,1.01206,6.33405,0.583654,22.9907,108.118,0.114756,0.005767,2.7e-05,-0.001936,0.000117,0.005945,8e-06,0,0,0,0,0,0.003342,2e-06,0,0,0,0,0,0.004461,4e-06,0,0,0,0,0,0.005994,8e-06,0,0,0,0,0,0.123296,0.652515,0.722881,0.730158,1.04354,0.034324,119.393,99.4146,29,0.586313,1.1236,20.4848,0.936785,0.202897,0.450441,0.480837,0.373551,-0.695103,1.23491,0.385208,0.620651,0.502587,0.658863,0.083718,118.33,102.844,10.1412,0.085703,-0.811335,0.34392,0.270999,0.001512,0.038884,0.143483,1.0363,0.852429,0.753817,0.181272,0.425761,0.564807,0.686836,-0.685983,1.6014,0.804326,0.896842,0.560036,0.559149,0.106911,147.15,69.2783,8.32336,0.056564,0.321106,-0.408842,0.175347,0.000597,0.024426,0.139301,-0.196095,-0.507205,0.148283,0.005084,0.0713,0.195474,0.009652,0.098243,0.119321,0.004542,0.067394,0.253485,0.020153,0.141961,11.697,3.16988,0.293076,0.500451,13.7536,2.41165,0.344605,0.380744,1.24356,0.647037,0.804685,1.29677,0.789526,0.048579,2.10239,0.23723,0.553657,1.46453,0.02015,193.454,63.5427,114.976,0.786159,0.763781,39.5031,0,0.577016,0.431959,0.325389,0.327359,1.29114,83.2437,3.36457,18.0967,0.110227,0.074506,1.47944,25.4587,39.4375,7.52898,0.256316,1.21296,4.23809,19.8837,35.1352,2.50966,1,19.8837,0,0,0,0
